year,state,k,n
1885,TX,3587,22671
1885,UT,121,1968
1885,VA,412,8297
1885,VI,242,648
1885,VT,74,1390
1885,WA,467,9292
1885,WI,478,13251
1885,WV,330,5619
1885,WY,50,952
1885,railroad,123,4460
1886,AK,18,278
1886,AL,1340,8879
1886,AR,791,6610
1886,AZ,179,2271
1886,CA,2816,42813
1886,CO,402,5535
1886,CT,214,8554
1886,DC,288,3187
1886,DE,40,1197
1886,FL,1045,11484
1886,GA,1320,10018
1886,HI,46,1185
1886,IA,530,11775
1886,ID,70,2348
1886,IL,1296,37572
1886,IN,580,15821
1886,KS,366,8399
1886,KY,933,10131
1886,LA,1029,7564
1886,MA,786,21119
1886,MD,318,7367
1886,ME,188,3671
1886,MI,892,23298
1886,MN,567,13533
1886,MO,1272,17548
1886,MS,926,6338
1886,MT,103,2771
1886,NC,748,10966
1886,ND,100,2408
1886,NE,185,6296
1886,NH,112,2370
1886,NJ,416,18574
1886,NM,164,1783
1886,NV,34,598
1886,NY,1550,67226
1886,OH,1619,32173
1886,OK,1313,8839
1886,OR,186,6500
1886,PA,1225,39587
1886,PI,16,36
1886,PR,1026,2652
1886,RI,122,3519
1886,SC,522,5417
1886,SD,110,2918
1886,TN,1013,10432
1886,TX,3555,25218
1886,UT,120,2100
1886,VA,488,9332
1886,VI,259,719
1886,VT,97,1562
1886,WA,460,10051
1886,WI,514,14357
1886,WV,345,6478
1886,WY,39,1045
1886,railroad,312,5271
1887,AK,16,294
1887,AL,1219,8970
1887,AR,703,6939
1887,AZ,204,2357
1887,CA,2830,45341
1887,CO,430,5841
1887,CT,212,9461
1887,DC,321,3365
1887,DE,35,1175
1887,FL,1007,11894
1887,GA,1209,9847
1887,HI,42,1402
1887,IA,559,12951
1887,ID,86,2322
1887,IL,1404,40365
1887,IN,583,16434
1887,KS,367,8934
1887,KY,913,10805
1887,LA,1016,8126
1887,MA,927,23454
1887,MD,349,7692
1887,ME,202,4075
1887,MI,906,25481
1887,MN,618,14304
1887,MO,1304,18956
1887,MS,819,6549
1887,MT,88,2971
1887,NC,726,10922
1887,ND,88,2558
1887,NE,212,6650
1887,NH,86,2505
1887,NJ,474,20509
1887,NM,162,1923
1887,NV,28,577
1887,NY,1703,72982
1887,OH,1653,34521
1887,OK,1258,9375
1887,OR,218,6898
1887,PA,1227,42568
1887,PI,12,33
1887,PR,1195,3179
1887,RI,120,3826
1887,SC,433,5013
1887,SD,123,3049
1887,TN,1039,11070
1887,TX,3376,27734
1887,UT,108,2265
1887,VA,443,9529
1887,VI,330,841
1887,VT,70,1649
1887,WA,498,10599
1887,WI,491,15820
1887,WV,341,6705
1887,WY,32,1126
1887,railroad,483,5897
1888,AK,16,304
1888,AL,1411,11526
1888,AR,887,8651
1888,AZ,237,3097
1888,CA,3464,54676
1888,CO,493,6969
1888,CT,355,11603
1888,DC,386,4171
1888,DE,64,1552
1888,FL,1199,15070
1888,GA,1384,12779
1888,HI,72,1737
1888,IA,624,14821
1888,ID,100,2760
1888,IL,1685,48802
1888,IN,689,19180
1888,KS,453,10431
1888,KY,931,12190
1888,LA,1274,10064
1888,MA,1204,27272
1888,MD,438,9206
1888,ME,255,4647
1888,MI,1078,30521
1888,MN,731,16659
1888,MO,1479,22492
1888,MS,1051,8273
1888,MT,123,3333
1888,NC,914,13666
1888,ND,109,2912
1888,NE,291,7911
1888,NH,113,2869
1888,NJ,631,24857
1888,NM,200,2386
1888,NV,29,784
1888,NY,2230,89056
1888,OH,1861,40357
1888,OK,1381,11293
1888,OR,308,8050
1888,PA,1570,51203
1888,PI,19,44
1888,PR,1244,3422
1888,RI,168,4372
1888,SC,551,6467
1888,SD,157,3557
1888,TN,1158,13368
1888,TX,3764,33834
1888,UT,124,2674
1888,VA,588,11671
1888,VI,394,964
1888,VT,102,1855
1888,WA,623,12101
1888,WI,670,18239
1888,WV,432,8164
1888,WY,61,1365
1888,railroad,699,7374
1889,AK,27,387
1889,AL,1247,11698
1889,AR,770,9039
1889,AZ,241,3155
1889,CA,3593,56382
1889,CO,501,7161
1889,CT,379,12021
1889,DC,435,4606
1889,DE,53,1566
1889,FL,1213,15512
1889,GA,1421,13268
1889,HI,86,1916
1889,IA,716,15986
1889,ID,118,2925
1889,IL,1950,51466
1889,IN,774,20664
1889,KS,523,10966
1889,KY,1020,13379
1889,LA,1079,10208
1889,MA,1348,28554
1889,MD,532,9916
1889,ME,227,4579
1889,MI,1215,32588
1889,MN,907,17434
1889,MO,1471,23904
1889,MS,856,8324
1889,MT,159,3461
1889,NC,1009,14536
1889,ND,132,3172
1889,NE,306,8222
1889,NH,119,3084
1889,NJ,729,25840
1889,NM,196,2465
1889,NV,43,731
1889,NY,2540,92932
1889,OH,2092,43472
1889,OK,1377,12118
1889,OR,381,8538
1889,PA,1790,54288
1889,PI,16,43
1889,PR,1589,3776
1889,RI,176,4575
1889,SC,562,6663
1889,SD,187,3761
1889,TN,1138,14270
1889,TX,3375,34042
1889,UT,153,2880
1889,VA,660,12407
1889,VI,435,1025
1889,VT,86,1889
1889,WA,671,12656
1889,WI,742,18981
1889,WV,403,8301
1889,WY,65,1460
1889,railroad,1030,8116
1889,unassigned,1,1
1890,AK,23,373
1890,AL,1450,12896
1890,AR,848,9544
1890,AZ,278,3411
1890,CA,4222,59490
1890,CO,591,7625
1890,CT,475,12415
1890,DC,483,4913
1890,DE,78,1654
1890,FL,1482,17032
1890,GA,1601,14436
1890,HI,83,1835
1890,IA,856,16604
1890,ID,148,2972
1890,IL,2339,54577
1890,IN,925,21630
1890,KS,640,11433
1890,KY,1084,13943
1890,LA,1274,11510
1890,MA,1605,29970
1890,MD,601,10450
1890,ME,296,5046
1890,MI,1479,34760
1890,MN,1017,18619
1890,MO,1713,24984
1890,MS,1057,9230
1890,MT,177,3548
1890,NC,1120,15887
1890,ND,177,3280
1890,NE,424,8837
1890,NH,155,3350
1890,NJ,873,27419
1890,NM,216,2514
1890,NV,51,848
1890,NY,3176,99934
1890,OH,2412,45260
1890,OK,1275,12516
1890,OR,490,8664
1890,PA,2106,56907
1890,PI,31,85
1890,PR,1700,4112
1890,RI,217,4987
1890,SC,602,7578
1890,SD,231,3958
1890,TN,1295,15029
1890,TX,3660,36633
1890,UT,177,2880
1890,VA,795,13326
1890,VI,519,1090
1890,VT,114,2150
1890,WA,826,13308
1890,WI,903,20325
1890,WV,462,8515
1890,WY,83,1418
1890,railroad,1218,8771
1890,unassigned,1,1
1891,AK,24,358
1891,AL,1425,13177
1891,AR,914,10257
1891,AZ,307,3620
1891,CA,4761,62507
1891,CO,697,8063
1891,CT,628,13767
1891,DC,491,5078
1891,DE,84,1789
1891,FL,1628,17777
1891,GA,1491,14951
1891,HI,80,1878
1891,IA,1052,18029
1891,ID,197,3271
1891,IL,2852,58348
1891,IN,1157,23344
1891,KS,792,12125
1891,KY,1191,14763
1891,LA,1224,11882
1891,MA,2065,33245
1891,MD,772,11409
1891,ME,392,5496
1891,MI,1818,38553
1891,MN,1315,20375
1891,MO,1839,26787
1891,MS,989,9672
1891,MT,221,3683
1891,NC,1275,17185
1891,ND,208,3418
1891,NE,534,9341
1891,NH,199,3567
1891,NJ,1166,30010
1891,NM,251,2804
1891,NV,65,897
1891,NY,4137,108294
1891,OH,3054,49347
1891,OK,1366,13622
1891,OR,613,9261
1891,PA,2685,62079
1891,PI,19,64
1891,PR,1745,4315
1891,RI,278,5353
1891,SC,671,8021
1891,SD,264,4187
1891,TN,1338,15878
1891,TX,3777,39554
1891,UT,206,3141
1891,VA,996,14157
1891,VI,535,1195
1891,VT,164,2288
1891,WA,1014,14324
1891,WI,1142,22039
1891,WV,588,9418
1891,WY,110,1614
1891,railroad,1562,9620
1891,unassigned,0,1
1892,AK,33,425
1892,AL,1701,15668
1892,AR,1107,11944
1892,AZ,380,4258
1892,CA,6187,70123
1892,CO,851,8967
1892,CT,892,14990
1892,DC,635,5918
1892,DE,126,2013
1892,FL,2035,20607
1892,GA,1906,17500
1892,HI,144,2052
1892,IA,1341,19500
1892,ID,293,3654
1892,IL,3788,64971
1892,IN,1593,26015
1892,KS,977,13207
1892,KY,1392,16752
1892,LA,1641,14733
1892,MA,2486,35161
1892,MD,1020,13006
1892,ME,488,6003
1892,MI,2523,42538
1892,MN,1650,21755
1892,MO,2268,29820
1892,MS,1186,11253
1892,MT,289,3877
1892,NC,1624,18992
1892,ND,223,3794
1892,NE,734,10219
1892,NH,252,3645
1892,NJ,1551,33001
1892,NM,306,3251
1892,NV,85,1064
1892,NY,5415,119603
1892,OH,3769,54924
1892,OK,1649,15453
1892,OR,776,10318
1892,PA,3524,69155
1892,PI,27,80
1892,PR,1922,4771
1892,RI,339,5728
1892,SC,793,9078
1892,SD,323,4644
1892,TN,1626,18525
1892,TX,4753,46460
1892,UT,287,3632
1892,VA,1197,15906
1892,VI,593,1403
1892,VT,204,2425
1892,WA,1306,15352
1892,WI,1401,24062
1892,WV,780,10904
1892,WY,139,1871
1892,railroad,2116,11300
1892,unassigned,3,3
1893,AK,34,421
1893,AL,1715,15850
1893,AR,1174,11454
1893,AZ,504,4362
1893,CA,7203,71481
1893,CO,1011,9064
1893,CT,1169,15950
1893,DC,747,6091
1893,DE,145,2115
1893,FL,2397,21291
1893,GA,1999,18007
1893,HI,182,2145
1893,IA,1713,19958
1893,ID,283,3614
1893,IL,4824,68980
1893,IN,1899,26387
1893,KS,1250,13482
1893,KY,1575,16799
1893,LA,1713,14631
1893,MA,3268,37529
1893,MD,1210,13232
1893,ME,591,6286
1893,MI,3173,45071
1893,MN,2134,22895
1893,MO,2680,29994
1893,MS,1256,11171
1893,MT,319,3957
1893,NC,1931,20030
1893,ND,301,3864
1893,NE,871,10256
1893,NH,340,4055
1893,NJ,1980,35241
1893,NM,353,3280
1893,NV,86,1043
1893,NY,6975,128007
1893,OH,4554,56873
1893,OK,1727,15699
1893,OR,972,10150
1893,PA,4365,72880
1893,PI,29,87
1893,PR,2138,5354
1893,RI,453,6336
1893,SC,891,9818
1893,SD,430,4574
1893,TN,1781,18466
1893,TX,4947,46445
1893,UT,325,3611
1893,VA,1576,16527
1893,VI,573,1370
1893,VT,229,2535
1893,WA,1634,15802
1893,WI,1927,25465
1893,WV,849,10929
1893,WY,174,1736
1893,railroad,2586,11946
1893,unassigned,2,4
1894,AK,41,440
1894,AL,2066,17149
1894,AR,1391,12561
1894,AZ,559,4569
1894,CA,8837,75455
1894,CO,1234,9563
1894,CT,1444,16584
1894,DC,947,6640
1894,DE,204,2322
1894,FL,2794,22648
1894,GA,2534,19602
1894,HI,211,2397
1894,IA,2051,20629
1894,ID,400,3666
1894,IL,5848,71450
1894,IN,2354,27672
1894,KS,1580,14380
1894,KY,1716,18541
1894,LA,1999,15805
1894,MA,4016,38864
1894,MD,1411,14531
1894,ME,737,6530
1894,MI,3723,46869
1894,MN,2528,23419
1894,MO,3306,32152
1894,MS,1465,12319
1894,MT,394,3919
1894,NC,2427,21618
1894,ND,389,4037
1894,NE,1127,11041
1894,NH,438,4279
1894,NJ,2488,36867
1894,NM,420,3543
1894,NV,98,1075
1894,NY,8882,135041
1894,OH,5443,59266
1894,OK,2075,16922
1894,OR,1225,10699
1894,PA,5658,76980
1894,PI,30,116
1894,PR,2176,5289
1894,RI,558,6502
1894,SC,1127,10177
1894,SD,491,4943
1894,TN,2240,20546
1894,TX,6094,49904
1894,UT,415,3798
1894,VA,1953,17877
1894,VI,660,1504
1894,VT,287,2609
1894,WA,1965,16030
1894,WI,2300,25908
1894,WV,1068,11915
1894,WY,197,1915
1894,railroad,3394,13100
1894,unassigned,5,8
1895,AK,59,478
1895,AL,2394,18081
1895,AR,1651,12985
1895,AZ,723,4918
1895,CA,11087,78334
1895,CO,1566,9784
1895,CT,1811,16869
1895,DC,1139,7072
1895,DE,276,2377
1895,FL,3467,23804
1895,GA,2979,20863
1895,HI,285,2618
1895,IA,2724,21378
1895,ID,497,3802
1895,IL,7633,75151
1895,IN,3074,29190
1895,KS,2010,14782
1895,KY,2069,18911
1895,LA,2397,17271
1895,MA,5101,40163
1895,MD,1839,15074
1895,ME,916,6921
1895,MI,4785,48863
1895,MN,3280,24241
1895,MO,4099,33446
1895,MS,1795,13044
1895,MT,484,4104
1895,NC,3146,23125
1895,ND,497,4260
1895,NE,1387,10883
1895,NH,564,4399
1895,NJ,3312,39042
1895,NM,518,3643
1895,NV,139,1093
1895,NY,11345,142110
1895,OH,6959,62743
1895,OK,2496,18030
1895,OR,1546,10906
1895,PA,7268,79514
1895,PI,57,139
1895,PR,2266,5747
1895,RI,749,6845
1895,SC,1363,11031
1895,SD,625,4971
1895,TN,2853,21275
1895,TX,7398,54126
1895,UT,481,3923
1895,VA,2503,18899
1895,VI,658,1636
1895,VT,346,2795
1895,WA,2362,16853
1895,WI,2940,27791
1895,WV,1447,12568
1895,WY,266,1920
1895,railroad,4037,13952
1895,unassigned,6,6
1896,AK,62,462
1896,AL,2974,18845
1896,AR,1934,13131
1896,AZ,936,5100
1896,CA,13503,81720
1896,CO,1766,10006
1896,CT,2303,17536
1896,DC,1393,7389
1896,DE,337,2453
1896,FL,4282,24786
1896,GA,3568,21646
1896,HI,399,2928
1896,IA,3321,21943
1896,ID,640,4017
1896,IL,9446,77055
1896,IN,3774,30160
1896,KS,2488,14942
1896,KY,2684,19655
1896,LA,2835,17945
1896,MA,6455,42178
1896,MD,2349,15723
1896,ME,1109,7023
1896,MI,6146,50642
1896,MN,4144,25671
1896,MO,5123,34532
1896,MS,1983,13494
1896,MT,618,4137
1896,NC,3821,24181
1896,ND,615,4342
1896,NE,1833,11685
1896,NH,633,4414
1896,NJ,4339,40648
1896,NM,601,3661
1896,NV,174,1179
1896,NY,15299,150128
1896,OH,8672,64597
1896,OK,2863,18307
1896,OR,1944,11580
1896,PA,9426,83981
1896,PI,46,114
1896,PR,2468,6092
1896,RI,968,7196
1896,SC,1732,11459
1896,SD,808,5204
1896,TN,3407,22394
1896,TX,9068,55908
1896,UT,616,4088
1896,VA,3137,19698
1896,VI,674,1624
1896,VT,451,2856
1896,WA,2835,17092
1896,WI,3827,28812
1896,WV,1782,13314
1896,WY,317,2025
1896,railroad,4247,14854
1896,unassigned,7,8
1897,AK,72,474
1897,AL,3337,19256
1897,AR,2231,13217
1897,AZ,916,4907
1897,CA,15195,81473
1897,CO,1960,9801
1897,CT,2713,17490
1897,DC,1520,7537
1897,DE,420,2490
1897,FL,4724,24165
1897,GA,3951,21523
1897,HI,468,3117
1897,IA,3655,21885
1897,ID,668,3892
1897,IL,10773,76828
1897,IN,4471,30701
1897,KS,2819,14987
1897,KY,2921,19519
1897,LA,3132,18310
1897,MA,7136,42196
1897,MD,2800,15982
1897,ME,1360,7230
1897,MI,6930,50484
1897,MN,4692,25476
1897,MO,5769,34180
1897,MS,2361,13807
1897,MT,647,3934
1897,NC,4424,24365
1897,ND,612,4276
1897,NE,1983,11534
1897,NH,761,4534
1897,NJ,4984,40454
1897,NM,661,3582
1897,NV,200,1136
1897,NY,17942,150531
1897,OH,9775,64602
1897,OK,3354,18638
1897,OR,2222,11192
1897,PA,11116,84200
1897,PI,57,129
1897,PR,2637,6287
1897,RI,1151,7231
1897,SC,1882,11632
1897,SD,876,5201
1897,TN,3797,22175
1897,TX,9999,56038
1897,UT,754,4223
1897,VA,3495,19285
1897,VI,717,1639
1897,VT,539,3013
1897,WA,3438,17279
1897,WI,4336,29133
1897,WV,2014,13418
1897,WY,366,2003
1897,railroad,3577,14202
1897,unassigned,6,6
1898,AK,103,519
1898,AL,3703,20317
1898,AR,2558,13852
1898,AZ,1180,5362
1898,CA,18196,87447
1898,CO,2472,10819
1898,CT,3116,17493
1898,DC,1844,8361
1898,DE,447,2552
1898,FL,5402,26117
1898,GA,4660,23430
1898,HI,620,3457
1898,IA,4465,23058
1898,ID,859,4225
1898,IL,13170,80607
1898,IN,5208,32235
1898,KS,3331,16103
1898,KY,3494,21009
1898,LA,3726,19515
1898,MA,8426,43523
1898,MD,3192,17194
1898,ME,1478,7710
1898,MI,8577,53192
1898,MN,5473,26132
1898,MO,6786,36494
1898,MS,2596,14232
1898,MT,779,4250
1898,NC,5191,26880
1898,ND,814,4724
1898,NE,2468,11956
1898,NH,933,4701
1898,NJ,6025,42273
1898,NM,853,4105
1898,NV,220,1256
1898,NY,21171,157168
1898,OH,11481,67321
1898,OK,3853,20312
1898,OR,2479,11862
1898,PA,13110,87299
1898,PI,60,154
1898,PR,3002,6839
1898,RI,1292,7377
1898,SC,2105,12334
1898,SD,1007,5494
1898,TN,4538,24142
1898,TX,11891,61146
1898,UT,892,4533
1898,VA,4209,21139
1898,VI,931,1918
1898,VT,609,2984
1898,WA,3930,18261
1898,WI,5137,30242
1898,WV,2385,14395
1898,WY,439,2132
1898,railroad,3384,14657
1898,unassigned,7,11
1899,AK,101,475
1899,AL,4167,20456
1899,AR,2612,13246
1899,AZ,1300,5180
1899,CA,20009,84716
1899,CO,2631,10497
1899,CT,3603,17218
1899,DC,1894,7958
1899,DE,505,2470
1899,FL,5782,24847
1899,GA,4907,22631
1899,HI,681,3407
1899,IA,4920,22496
1899,ID,994,4145
1899,IL,14694,79487
1899,IN,6069,31931
1899,KS,3663,15345
1899,KY,4033,20857
1899,LA,3928,19427
1899,MA,9519,42500
1899,MD,3519,16517
1899,ME,1666,7516
1899,MI,9474,52343
1899,MN,6054,26355
1899,MO,7428,35228
1899,MS,2760,14201
1899,MT,935,4185
1899,NC,5782,26156
1899,ND,945,4685
1899,NE,2734,11838
1899,NH,976,4627
1899,NJ,6645,41077
1899,NM,885,3760
1899,NV,223,1202
1899,NY,24638,155277
1899,OH,12683,65082
1899,OK,3966,18680
1899,OR,2825,11595
1899,PA,14729,84814
1899,PI,73,176
1899,PR,2972,6636
1899,RI,1430,7169
1899,SC,2442,12262
1899,SD,1180,5364
1899,TN,5126,23705
1899,TX,12776,58411
1899,UT,1097,4641
1899,VA,4699,20681
1899,VI,798,1759
1899,VT,709,3039
1899,WA,4462,17719
1899,WI,5861,29985
1899,WV,2697,14170
1899,WY,484,2022
1899,railroad,3340,14124
1899,unassigned,15,16
1900,AK,135,643
1900,AL,5225,24308
1900,AR,3521,16506
1900,AZ,1609,6045
1900,CA,24828,97197
1900,CO,3125,11601
1900,CT,4204,18701
1900,DC,2310,9208
1900,DE,683,2983
1900,FL,7076,29643
1900,GA,6398,27588
1900,HI,858,4094
1900,IA,5894,24517
1900,ID,1138,4608
1900,IL,18264,89364
1900,IN,7422,35475
1900,KS,4465,17329
1900,KY,4561,24236
1900,LA,4856,23056
1900,MA,10991,46186
1900,MD,4337,19243
1900,ME,1964,8027
1900,MI,11881,59032
1900,MN,7090,27932
1900,MO,9276,40461
1900,MS,3623,17282
1900,MT,1061,4693
1900,NC,7377,30985
1900,ND,1079,5138
1900,NE,3236,13089
1900,NH,1204,5062
1900,NJ,8040,45574
1900,NM,1055,4448
1900,NV,315,1407
1900,NY,29310,170985
1900,OH,15450,73012
1900,OK,5397,22902
1900,OR,3274,12554
1900,PA,18289,95895
1900,PI,104,302
1900,PR,2877,6421
1900,RI,1701,7778
1900,SC,2966,14489
1900,SD,1385,5877
1900,TN,6224,27962
1900,TX,16458,70989
1900,UT,1235,4891
1900,VA,5818,24696
1900,VI,826,1762
1900,VT,786,3323
1900,WA,5133,19469
1900,WI,6630,32052
1900,WV,3343,16760
1900,WY,574,2315
1900,railroad,3703,15897
1900,unassigned,17,21
1901,AK,149,595
1901,AL,5400,22564
1901,AR,3697,15819
1901,AZ,1597,5826
1901,CA,26051,92552
1901,CO,3193,11083
1901,CT,4820,18836
1901,DC,2290,8589
1901,DE,642,2639
1901,FL,7383,27587
1901,GA,6487,25319
1901,HI,959,4004
1901,IA,6383,24019
1901,ID,1312,4573
1901,IL,19802,86213
1901,IN,8229,35052
1901,KS,4823,16758
1901,KY,4842,22518
1901,LA,4975,21544
1901,MA,12355,46133
1901,MD,4465,17747
1901,ME,2140,8032
1901,MI,12957,57532
1901,MN,7679,27409
1901,MO,10268,39745
1901,MS,3690,16055
1901,MT,1118,4584
1901,NC,7645,29106
1901,ND,1121,4926
1901,NE,3435,12410
1901,NH,1369,5009
1901,NJ,8679,43743
1901,NM,1195,4525
1901,NV,303,1354
1901,NY,32439,166160
1901,OH,16845,70885
1901,OK,5647,22251
1901,OR,3646,12256
1901,PA,19759,92611
1901,PI,112,287
1901,PR,3253,7480
1901,RI,1874,7781
1901,SC,3079,13379
1901,SD,1409,5635
1901,TN,6802,26767
1901,TX,17320,66364
1901,UT,1489,5018
1901,VA,6211,23082
1901,VI,877,1873
1901,VT,919,3288
1901,WA,5528,19138
1901,WI,7490,32341
1901,WV,3496,15439
1901,WY,618,2207
1901,railroad,3618,14610
1901,unassigned,19,32
1902,AK,157,687
1902,AL,6587,26073
1902,AR,4370,17668
1902,AZ,1932,6302
1902,CA,30552,99587
1902,CO,3854,12165
1902,CT,5637,20254
1902,DC,2865,9836
1902,DE,805,2945
1902,FL,8676,30545
1902,GA,7723,28910
1902,HI,1119,4322
1902,IA,7426,25446
1902,ID,1460,4918
1902,IL,23969,94970
1902,IN,9847,37979
1902,KS,5651,17775
1902,KY,6000,25503
1902,LA,6088,24894
1902,MA,14001,48420
1902,MD,5756,20364
1902,ME,2423,8405
1902,MI,15643,63405
1902,MN,9106,29376
1902,MO,11824,42449
1902,MS,4281,17848
1902,MT,1439,5171
1902,NC,9255,32390
1902,ND,1340,5416
1902,NE,4053,13363
1902,NH,1501,5185
1902,NJ,10641,47853
1902,NM,1429,4865
1902,NV,404,1458
1902,NY,40034,183669
1902,OH,20047,77514
1902,OK,6702,24413
1902,OR,4206,13336
1902,PA,24162,102692
1902,PI,107,261
1902,PR,3843,8715
1902,RI,2183,8191
1902,SC,3758,15154
1902,SD,1741,6128
1902,TN,8197,30133
1902,TX,20925,75688
1902,UT,1822,5530
1902,VA,7390,25874
1902,VI,1143,2404
1902,VT,1045,3577
1902,WA,6661,20960
1902,WI,9057,34364
1902,WV,4210,17791
1902,WY,754,2420
1902,railroad,4090,15622
1902,unassigned,31,41
1903,AK,190,626
1903,AL,7173,26424
1903,AR,4901,18270
1903,AZ,2083,6456
1903,CA,33884,101910
1903,CO,4330,12746
1903,CT,6300,20741
1903,DC,3085,9978
1903,DE,917,2981
1903,FL,9678,30750
1903,GA,8717,29763
1903,HI,1326,4591
1903,IA,8560,26473
1903,ID,1648,5025
1903,IL,26911,97717
1903,IN,11167,38628
1903,KS,6552,18671
1903,KY,6330,25278
1903,LA,6473,25092
1903,MA,15299,49842
1903,MD,6165,20582
1903,ME,2755,8912
1903,MI,18062,65253
1903,MN,10140,30346
1903,MO,13601,44477
1903,MS,4864,18367
1903,MT,1614,5463
1903,NC,10799,34465
1903,ND,1594,5703
1903,NE,4445,13588
1903,NH,1643,5323
1903,NJ,12184,49537
1903,NM,1622,5233
1903,NV,432,1503
1903,NY,44851,187211
1903,OH,22541,79785
1903,OK,7438,25339
1903,OR,4781,13389
1903,PA,27533,105636
1903,PI,122,283
1903,PR,3671,8381
1903,RI,2523,8659
1903,SC,4246,16031
1903,SD,1845,6068
1903,TN,8939,30320
1903,TX,23566,77439
1903,UT,2019,5740
1903,VA,8144,26083
1903,VI,1080,2330
1903,VT,1132,3575
1903,WA,7360,21650
1903,WI,10164,35566
1903,WV,4715,17811
1903,WY,826,2535
1903,railroad,4379,15769
1903,unassigned,36,47
1904,AK,235,741
1904,AL,8631,28012
1904,AR,5475,18438
1904,AZ,2318,6725
1904,CA,37694,104900
1904,CO,4702,12810
1904,CT,7117,21680
1904,DC,3529,10275
1904,DE,939,3072
1904,FL,10528,31434
1904,GA,9900,31043
1904,HI,1524,4757
1904,IA,9229,26576
1904,ID,1960,5383
1904,IL,30629,100920
1904,IN,12212,39662
1904,KS,7102,18967
1904,KY,7235,26367
1904,LA,7831,26581
1904,MA,17090,51247
1904,MD,7152,21810
1904,ME,3138,9220
1904,MI,20263,67398
1904,MN,11166,30868
1904,MO,15225,45688
1904,MS,5449,19076
1904,MT,1772,5412
1904,NC,11865,35119
1904,ND,1939,6172
1904,NE,5069,14110
1904,NH,1810,5440
1904,NJ,13974,51440
1904,NM,1799,5410
1904,NV,523,1574
1904,NY,52419,193963
1904,OH,25677,82422
1904,OK,8285,25768
1904,OR,5269,13778
1904,PA,31955,110933
1904,PI,126,304
1904,PR,3747,8971
1904,RI,2834,8874
1904,SC,4787,16249
1904,SD,2108,6195
1904,TN,10288,31889
1904,TX,26092,79240
1904,UT,2297,6104
1904,VA,8977,26943
1904,VI,995,2400
1904,VT,1276,3729
1904,WA,8491,22548
1904,WI,11544,36597
1904,WV,5469,18439
1904,WY,947,2595
1904,railroad,4866,15789
1904,unassigned,54,67
1905,AK,274,758
1905,AL,10246,30815
1905,AR,6567,20513
1905,AZ,2731,7160
1905,CA,42354,107626
1905,CO,5606,13772
1905,CT,8133,22268
1905,DC,4236,11400
1905,DE,1111,3256
1905,FL,11873,33425
1905,GA,11690,34392
1905,HI,1653,4731
1905,IA,10662,27651
1905,ID,2232,5605
1905,IL,34559,104015
1905,IN,14138,41988
1905,KS,8085,19985
1905,KY,8515,28472
1905,LA,8932,28373
1905,MA,19044,51108
1905,MD,8239,23014
1905,ME,3419,9445
1905,MI,23062,69354
1905,MN,12296,31476
1905,MO,17423,47996
1905,MS,6781,21731
1905,MT,2091,5825
1905,NC,14315,39215
1905,ND,2129,6180
1905,NE,5680,14564
1905,NH,2061,5601
1905,NJ,15812,52778
1905,NM,2077,5695
1905,NV,621,1634
1905,NY,60102,199197
1905,OH,29763,87035
1905,OK,9826,27629
1905,OR,5856,14178
1905,PA,36522,115209
1905,PI,193,368
1905,PR,3972,9594
1905,RI,3158,8890
1905,SC,5800,18561
1905,SD,2310,6317
1905,TN,12260,35507
1905,TX,30513,85960
1905,UT,2663,6275
1905,VA,10780,29437
1905,VI,1091,2492
1905,VT,1390,3863
1905,WA,9310,22929
1905,WI,13066,37745
1905,WV,6490,20386
1905,WY,1119,2799
1905,railroad,5502,16470
1905,unassigned,62,72
1906,AK,294,827
1906,AL,11298,31123
1906,AR,7005,19620
1906,AZ,2974,7235
1906,CA,46641,110062
1906,CO,6148,14007
1906,CT,9177,23108
1906,DC,4577,11463
1906,DE,1343,3411
1906,FL,13061,33419
1906,GA,12799,34420
1906,HI,1939,4970
1906,IA,11997,28307
1906,ID,2578,6038
1906,IL,39804,106249
1906,IN,15930,42610
1906,KS,8985,20375
1906,KY,9638,28721
1906,LA,9672,28033
1906,MA,22052,54196
1906,MD,9165,23544
1906,ME,3995,9850
1906,MI,25864,70386
1906,MN,13682,32271
1906,MO,19335,48584
1906,MS,7218,21528
1906,MT,2437,6054
1906,NC,15122,38221
1906,ND,2445,6456
1906,NE,6409,15111
1906,NH,2351,5829
1906,NJ,18148,54296
1906,NM,2411,5912
1906,NV,682,1698
1906,NY,68177,203667
1906,OH,33597,88818
1906,OK,10645,27457
1906,OR,6554,14773
1906,PA,42011,120231
1906,PI,185,347
1906,PR,3794,9580
1906,RI,3613,9330
1906,SC,6138,18227
1906,SD,2605,6604
1906,TN,13122,34924
1906,TX,32420,83959
1906,UT,2970,6524
1906,VA,11678,29585
1906,VI,1043,2564
1906,VT,1530,3977
1906,WA,10631,23861
1906,WI,14782,38211
1906,WV,7147,20352
1906,WY,1220,2913
1906,railroad,6057,16771
1906,unassigned,78,88
1907,AK,363,829
1907,AL,12443,32878
1907,AR,8433,22105
1907,AZ,3390,7708
1907,CA,52706,115023
1907,CO,6927,14805
1907,CT,10274,24226
1907,DC,5344,12198
1907,DE,1447,3546
1907,FL,14343,34398
1907,GA,14647,37312
1907,HI,2203,5242
1907,IA,13062,29137
1907,ID,2911,6293
1907,IL,44460,110242
1907,IN,17916,44016
